Date,Close,Volume,High,Low,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Upper,BB_Lower,BB_Width,ATR,Close_lag_1,Close_lag_7,Close_lag_30,Close_Rolling_Mean_7,Close_Rolling_Std_7,Close_Rolling_Mean_14,Close_Rolling_Std_14,Close_Rolling_Mean_30,Close_Rolling_Std_30,Momentum_7,Momentum_30
2016-02-18,21.8214111328125,156084000.0,22.417611528318208,21.782872109976353,21.617387199401854,21.73559465408325,23.026351013183593,21.72300867813591,22.055753332759846,-0.3327446546239372,-0.4863454523673477,56.7393676920816,22.709099538161574,20.762089770004927,1.9470097681566472,0.5452833164028402,22.243053436279297,21.538047790527344,23.157913208007812,21.631959642682755,0.3701221965472963,21.634944234575546,0.3077950850699563,21.856391588846844,0.4725185668021331,0.18945149012974483,-0.03498045603434363
2016-02-19,21.77153587341309,141496800.0,21.93475465991879,21.71713018775304,21.60469169616699,21.73853816986084,22.928412399291993,21.730474400486244,22.03470018762305,-0.30422578713680437,-0.4499215193212391,47.701965365242486,22.71210714385956,20.76496919586212,1.9471379479974402,0.5084872778110245,21.8214111328125,21.533510208129883,22.704721450805664,21.665963309151785,0.3705037404106548,21.622400965009415,0.2974997049534891,21.825285402933755,0.4446404660295562,0.10557256426130479,-0.05374952952066536
2016-02-22,21.96195411682129,137123200.0,21.966488932328957,21.74432966963815,21.6695255279541,21.693282985687254,22.834507446289063,21.76608666453779,22.02931158978588,-0.26322492524808894,-0.4125822005066091,52.88999540455225,22.51887637280827,20.86768959856624,1.6511867742420279,0.49311236134818337,21.77153587341309,21.37029266357422,21.746477127075195,21.750486373901367,0.3591235901923045,21.638114384242467,0.30985389762010035,21.832467969258627,0.44506369525317735,0.21146774291992188,0.12948614756266252
2016-02-23,21.465499877929688,127770400.0,21.875812491419047,21.43376308625236,21.662270736694335,21.645526313781737,22.742443084716797,21.71984254352116,21.987547759278016,-0.26770521575685535,-0.3836068035566584,52.112378402639905,22.40153435341608,20.889518274147395,1.5120160792686832,0.49621487467257147,21.96195411682129,21.2410831451416,21.861467361450195,21.78254590715681,0.3131425330162778,21.6497711454119,0.2991331508552713,21.819269053141277,0.45001790638112693,-0.31704602922712155,-0.353769175211589
2016-02-24,21.785139083862305,145022800.0,21.848612678525644,21.154934494668073,21.687433624267577,21.607551288604736,22.65429141998291,21.729888165112104,21.972554524062037,-0.24266635894993271,-0.35541871463531327,50.813715888925465,22.239523762519926,20.975578814689545,1.2639449478303817,0.5013138094187912,21.465499877929688,21.30681610107422,22.2154541015625,21.85087776184082,0.23429065122949513,21.654142924717494,0.30074332205391696,21.804925219217935,0.4437690165292107,-0.06573867797851562,-0.019786135355630563
2016-02-25,21.93475914001465,110330800.0,21.93475914001465,21.59245310004071,21.74388027191162,21.651124000549316,22.582615089416503,21.76140677663557,21.969754865984452,-0.20834808934888116,-0.32600458957802686,50.4854026915024,22.24406279391124,21.058185207187393,1.1858775867238478,0.49111268959380844,21.785139083862305,21.907550811767575,22.537872314453125,21.854764665876115,0.2356095464876613,21.656733512878418,0.3031565555526837,21.784821446736654,0.42257493983190336,0.07999447413853389,0.14993769327799455
2016-02-26,21.9687557220459,115964400.0,22.220382630830805,21.89394683400225,21.81664752960205,21.688843154907225,22.514775314331054,21.793306614391007,21.969680855322338,-0.17637424093133092,-0.2960785198486877,60.28472977440081,22.260391637573882,21.11729467224057,1.1430969653333136,0.46212843334954734,21.93475914001465,22.243053436279297,21.958415985107425,21.81557927812849,0.17537981628059723,21.70352922167097,0.2966117664054718,21.7851661046346,0.4227255979479679,0.1531764439174097,0.18358961741129676
2016-02-29,21.918880462646484,140865200.0,22.26798683484112,21.90981256251512,21.87785396575928,21.687430095672607,22.4549116897583,21.812625667968774,21.965917863272274,-0.15329219530350002,-0.2675212549396502,56.32516571144732,22.256423766937864,21.11843642440735,1.137987342530515,0.44464081341977796,21.9687557220459,21.8214111328125,22.43866920471191,21.82950346810477,0.17973518598204033,21.730731555393763,0.2977290372533,21.76783981323242,0.40531036299439627,0.08937699454171266,0.15104064941406392
2016-03-01,22.789384841918945,201628400.0,22.843790529227164,22.08437139689242,21.966037368774415,21.739801025390626,22.408625221252443,21.962896310114953,22.0269154172461,-0.06401910713114844,-0.22682082537794984,66.19888582841051,22.49294270152031,20.986659349260943,1.5062833522593664,0.47815923245053227,21.918880462646484,21.77153587341309,21.899797439575195,21.974910463605607,0.40079880070033697,21.820436886378697,0.4039749998608532,21.79749272664388,0.4458150533665866,0.8144743783133386,0.9918921152750642
2016-03-02,22.839250564575195,132678400.0,22.870987350074632,22.58762195845459,22.025657081604002,21.816648292541505,22.373978118896485,22.097720041570376,22.08708839112233,0.01063165044804748,-0.17933033021275038,69.51807283876344,22.68644354818404,20.94685303689897,1.7395905112850727,0.4619669089289974,22.789384841918945,21.96195411682129,21.79383659362793,22.10023852757045,0.5165275323024667,21.92536245073591,0.4643246261167559,21.83233985900879,0.4846825174525563,0.7390120370047448,1.0069107055664048
